Başlık,Konum,Oda Sayısı,Metrekare,Kat,Fiyat,Yapı Yaşı,Eşya,Isıtma,URL
Kızıltoprak Komple Kiralık Müstakil Bina 3 Katlı Ve Bahçeli,İstanbul / Kadıköy / Zühtüpaşa Mah.,2+1,347,3,579500,0,Eşyalı,Yerden Isıtma,https://www.hepsiemlak.com/istanbul-kadikoy-zuhtupasa-kiralik/mustakil-ev/5632-9426
Hadımköy Merkez Hastane Mah 3+1 Kiralık Daire 125 M2 4. Kat,İstanbul / Arnavutköy / Hastane Mah.,3+1,125,12,57500,7,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-arnavutkoy-hastane-kiralik/daire/85783-3378
Gölgemay Emlaktan Kiralık İstanbul Esenler Kemer,İstanbul / Esenler / Kemer Mah.,2+1,90,7,34000,14,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-esenler-kemer-kiralik/daire/83415-2423
Bomonti'de Genç Binada Mobilyalı Kiralık Stüdyo Daire,İstanbul / Şişli / Merkez Mah.,2+1,89,8,95000,17,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/33311-1196
İnönü Mah. Yeditepe Üv. Yakın Eşyalı Kiralık 2+1 Daire,İstanbul / Ataşehir / İnönü Mah.,2+1,90,7,58000,9,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/88546-4863
Tarabya Cumhuriyet Bahçeli 2 Katlı Lüks Kiralık Müstakil Ev,İstanbul / Sarıyer / Cumhuriyet Mah.,2+1,332,8,130000,20,Eşyalı,Soba/Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-cumhuriyet-kiralik/mustakil-ev/1349-1537
Büyükçekmece Atatürk'te 3+1 Eşyalı Kiralık Daire,İstanbul / Büyükçekmece / Atatürk Mah.,3+1,123,5,47000,16,Eşyalı,Klima (Split),https://www.hepsiemlak.com/istanbul-buyukcekmece-ataturk-kiralik/daire/108822-465
Ali Obuz'dan Lokal Etilerde Güvenlikli Kapalı Otoparklı 1+1daire,İstanbul / Beşiktaş / Etiler Mah.,1+1,63,4,56500,22,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/3676-7227
Şişli Kocamansur Sok 2+1 Kombili Kiralık Daire,İstanbul / Şişli / Merkez Mah.,2+1,83,3,101000,13,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/61827-1975
Beşiktaş Barbaros Bulvarı Üzerinde 1+1 İşyeri Ve Konut Müsait,İstanbul / Beşiktaş / Cihannüma Mah.,1+1,64,5,43500,6,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-besiktas-cihannuma-kiralik/daire/12817-1009
Premar Defne'den Balat'ta Kafelere Adım Mesafede Eşyalı Kiralık,İstanbul / Fatih / Balat Mah.,2+1,89,4,56500,1,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-fatih-balat-kiralik/daire/1668-14249
Arya'dan Zeynepkamil 4 Yol A Yakın 1+1 Kombili Ön Cepheye Bakan,İstanbul / Üsküdar / Zeynep Kamil Mah.,1+1,50,5,36000,14,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-kiralik/daire/29820-2182
Şişli Fulya'da Sıfır Tadilatlı Kiralık 1+1 Daire,İstanbul / Şişli / Fulya Mah.,1+1,54,3,66500,1,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/90596-1574
Florya Site İçinde Kiralık Daire,İstanbul / Bakırköy / Şenlikköy Mah.,2+1,85,7,89500,14,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/2687-7491
Bakırköy Sahilde Yeni Bınada 2+1 Kiralık Daire,İstanbul / Bakırköy / Cevizlik Mah.,2+1,85,6,80500,5,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-bakirkoy-cevizlik-kiralik/daire/26982-800
Dönüşüm'den Çavuşoğlunda 2+1 Daire!!!,İstanbul / Kartal / Çavuşoğlu Mah.,2+1,78,4,43500,24,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-kartal-cavusoglu-kiralik/daire/76198-1819
"Cihangir Firüzağada ,Galataporta Yakın Asansörlü Binada 2+1",İstanbul / Beyoğlu / Firuzağa Mah.,2+1,89,3,78500,0,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-beyoglu-firuzaga-kiralik/daire/34125-5011
"Koçmer Emlak ,Şehit Er Cihan Namlı Caddesinde Otoparklı Yeni Bina Ankastre Mutfak ,Güvenlik Kameralı",İstanbul / Şişli / Mecidiyeköy Mah.,2+1,76,1,85000,1,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/52307-4189
F-L Emlaktan Sıfır Lüks 3+1 Aşağı Dudullu Nexonya Sitesi 1 Ağustos  Teslim!,İstanbul / Ümraniye / Aşağı Dudullu Mah.,3+1,113,8,74000,1,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-umraniye-asagi-dudullu-kiralik/daire/120150-3559
Etiler'de 2.5+1 Ferah 105 M2 Kiralık Daire,İstanbul / Beşiktaş / Etiler Mah.,5+1,105,2,180000,24,Eşyalı,Yerden Isıtma,https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/1094-4598
Beyoğlu Okmeydanında 4.Kat 3+1  Kombili Temiz Bakımlı  145m2 Daire.,İstanbul / Beyoğlu / Piyalepaşa Mah.,3+1,145,8,168000,13,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-beyoglu-piyalepasa-kiralik/daire/117700-468
Cihangir Firuzağa Da Kiralık Lüks Dubleks Daire Bahçeli For Rent Duplex Wıth Prıvate Garden Taksım,İstanbul / Beyoğlu / Firuzağa Mah.,2+1,72,6,88000,2,Eşyasız,Yerden Isıtma,https://www.hepsiemlak.com/istanbul-beyoglu-firuzaga-kiralik/daire/66277-4244
Evax Gayrimenkulden Sıfır Bina Sıfır Daire,İstanbul / Ataşehir / Kayışdağı Mah.,2+1,101,9,54500,1,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/2210-2751
Üsküdar Çengelköy Boğaz Manzaralı 2+1 Kiralık Daire,İstanbul / Üsküdar / Güzeltepe Mah.,2+1,89,2,45500,11,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-uskudar-guzeltepe-kiralik/daire/2089-12891
Şişli Merkezde 3+1 Kombili Kiralık Geniş Daire,İstanbul / Şişli / Merkez Mah.,3+1,115,1,128500,14,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/residence/40208-2592
Ataköy 4.Kısım Atapark Yanı -N- Tipi Bakımlı 3+1 Kiralık,İstanbul / Bakırköy / Ataköy 3-4-11. Kısım Mah.,3+1,121,6,138500,9,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-bakirkoy-atakoy-3-4-11-kisim-kiralik/daire/41139-1586
First Plan'dan Etiler'de Kombili 3+1 125m2 Kiralık Daire,İstanbul / Beşiktaş / Etiler Mah.,3+1,125,4,132000,22,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/95643-1883
Şişli Osmanbeyde Konuta İşyerine,İstanbul / Şişli / 19 Mayıs Mah.,2+1,87,1,62500,20,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-sisli-19-mayis-kiralik/daire/47614-6090
Destan-086-Küçükhamam-Civarı-1-Oda-1-Salon-Elektrikli-65m2-4.Son-Kat,İstanbul / Fatih / Seyyid Ömer Mah.,2+1,65,3,59500,18,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-kiralik/daire/35850-3724
Kağıthne Telsizler Mh 1+1 Kiralık Daire,İstanbul / Kağıthane / Telsizler Mah.,1+1,59,9,27500,5,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-kagithane-telsizler-kiralik/daire/129434-841
Metrobüse Yakın Kiralık Daire,İstanbul / Şişli / Mahmut Şevket Paşa Mah.,2+1,87,8,71000,11,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-sisli-mahmut-sevket-pasa-kiralik/daire/117970-161
Berk Emlaktan Beyoğlu Ömer Hayyamda Daire Badana Boyasi Yapılmış Tarihi Binada Cumbali Daire.,İstanbul / Beyoğlu / Kamer Hatun Mah.,2+1,91,1,86500,25,Eşyalı,Yerden Isıtma,https://www.hepsiemlak.com/istanbul-beyoglu-kamer-hatun-kiralik/daire/49933-3145
"Fidan'dan Merdivenköy De, Metro Yakını, Yeni Bina, 3+1 Daire",İstanbul / Kadıköy / Merdivenköy Mah.,3+1,117,5,142500,1,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-kiralik/daire/23474-34445
"Bahçeşehir Atmaca Havuzlu Sitede,Kapalı Mutfak 2+1 Kiralık Daire",İstanbul / Başakşehir / Bahçeşehir 1. Kısım Mah.,2+1,90,8,48000,2,Eşyalı,Klima (Split),https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-kiralik/daire/32345-11386
Tiamo'dan 1+1 60m Giriş İçi Tadilat Yapılmiş Merkezı Isıtmalı,İstanbul / Beşiktaş / Dikilitaş Mah.,1+1,69,1,29000,15,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/80027-1442
Sancaktepe Adres Koru Konutlarında Kiralık 2+1 Daire,İstanbul / Sancaktepe / Eyüp Sultan Mah.,2+1,87,3,53000,0,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-sancaktepe-eyup-sultan-kiralik/daire/6181-23981
Tual Comfort Projesi 6.Kat 120m2 Kapalı Mutfak Kiralık 2+1 Daire,İstanbul / Avcılar / Tahtakale Mah.,2+1,120,8,51000,24,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-avcilar-tahtakale-kiralik/daire/167213-48
Kartal Referans Loca'da 100m2 Deniz Manzaralı 21.Kat Kiralık 2+1,İstanbul / Kartal / Atalar Mah.,2+1,100,4,50000,15,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-kartal-atalar-kiralik/daire/4355-136618
Güvenlikli Bina - Eşyalı Daire - Kapalı Otoparklı - Arakat - Kullanışlı - Balkonlu,İstanbul / Kağıthane / Merkez Mah.,2+1,86,6,51500,11,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/43996-28589
Harmantepe Caddeye Yakın Temiz Kullanışlı 1+1 Kapalı Mutfaklı,İstanbul / Kağıthane / Harmantepe Mah.,1+1,61,5,34500,12,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/46572-11701
Turyap Tan Şile Kumbaba Da Kiralık 3+1 Müstakil Bahçeli Villa.,İstanbul / Şile / Ahmetli Mah.,3+1,319,11,107000,22,Eşyalı,Soba/Doğalgaz,https://www.hepsiemlak.com/istanbul-sile-ahmetli-kiralik/villa/66054-1047
Bahçeşehir Manolya Sitesi 1+1 Kiralık Daire,İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.,1+1,53,12,31500,17,Eşyasız,Klima (Split),https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/104328-707
Atatürk Caddesine Yakın Mesafe 3+1 125 M2,İstanbul / Kadıköy / Sahrayı Cedit Mah.,3+1,125,11,146000,25,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-kadikoy-sahrayi-cedit-kiralik/daire/9604-3832
Deva'dan İskeleye Marmaraya Yakın Kombili Bakımlı Yüksek Giriş,İstanbul / Üsküdar / Aziz Mahmut Hüdayi Mah.,2+1,91,0,41500,18,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-uskudar-aziz-mahmut-hudayi-kiralik/daire/31234-79801
Büyükçekmece Pınartepe Mah Havuzulu Bahçeli Site İçinde Kiralık 3+1 Boş Daire,İstanbul / Büyükçekmece / Pınartepe Mah.,3+1,139,5,59000,8,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-buyukcekmece-pinartepe-kiralik/daire/55001-1151
Turyap'tan Metro'nun Yanında Kiralık 3+1 120 M2 Daire,İstanbul / Eyüpsultan / Güzeltepe Mah.,3+1,120,9,78000,6,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-eyupsultan-guzeltepe-kiralik/daire/157992-102
Seyrantepe Metrosuna Yürüme Mesafesinde Kiralık Daire,İstanbul / Kağıthane / Seyrantepe Mah.,2+1,99,3,50500,10,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-kiralik/daire/137813-467
Ortaköy Çırağan Caddesinde 4.Katı 2+1,İstanbul / Beşiktaş / Yıldız Mah.,2+1,88,9,55000,18,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-besiktas-yildiz-kiralik/daire/2815-8339
Bomonti Life Residence'da Otoparklı-Güvenlikli Kiralık 2+1 Daire,İstanbul / Şişli / Cumhuriyet Mah.,2+1,96,3,94500,4,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/residence/25165-5958
Maslak Mashattan 1+1 Kiralık Daire,İstanbul / Sarıyer / Maslak Mah.,1+1,48,9,49000,16,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/69537-102800
Sur Yapı Adapark Ta 2+1 Balkonlu Kiralık Harika Konumlu Daire,İstanbul / Sancaktepe / Emek Mah.,2+1,82,7,47500,10,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-sancaktepe-emek-kiralik/daire/22752-16666
Florya Ekşinar Konaklarında Günyüzü Emlaktan Kiralı 4+1 .,İstanbul / Bakırköy / Şenlikköy Mah.,4+1,155,12,205000,6,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17593
"Beşiktaş Gayrettepe ' De Full Mobilyalı, 2+1",İstanbul / Beşiktaş / Gayrettepe Mah.,2+1,97,6,72500,21,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/residence/23180-5931
Beyoğlu Cihangir Metro Yakını 2+1 Kiralık Daire Eşyasız,İstanbul / Beyoğlu / Cihangir Mah.,2+1,96,10,91500,14,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-kiralik/daire/104642-2865
Büyüksaray Emlaktan Bahçe Katı 3+1 Kiralık Daire,İstanbul / Fatih / Mevlanakapı Mah.,3+1,116,12,93500,24,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-fatih-mevlanakapi-kiralik/daire/60885-616
"Emniyetevler'de Metroya 1dk, Eşyalı Daire, Asansörlü, Artum'dan",İstanbul / Kağıthane / Emniyet Evleri Mah.,2+1,75,8,46500,19,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-kiralik/daire/81240-12406
Media Mark Arkasında Full Eşyalı 1+0 Stüdyo Daire,İstanbul / Esenyurt / Güzelyurt Mah.,1+0,39,9,17500,17,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-kiralik/daire/104677-1256
Gayrimenkul 216'dan Üsküdar Ünevirsitesine Yakın 2+1 Eşyalı,İstanbul / Üsküdar / Mimar Sinan Mah.,2+1,91,5,47000,18,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-kiralik/daire/79659-5774
Feriköy Paşa Mah Avukat Çad Yeni Bina 1+1 Bodrum Kat Ayrı Mutfak,İstanbul / Şişli / Paşa Mah.,1+1,62,7,66500,1,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/47576-1243
Taşpınar Emlaktan Çağlayan Adliye Ve M7 Metroya 7dk 3+2,İstanbul / Kağıthane / Çağlayan Mah.,3+2,207,11,169500,5,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/51506-3795
Tuncaydan Metrobüse 5 Dk Ful Eşyalı Tüm Faturalar Dahil 2+1 Dair,İstanbul / Eyüpsultan / Nişancı Mah.,2+1,89,4,43500,2,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-eyupsultan-nisanci-kiralik/daire/101613-2729
Vip Emlaktan Kutlubey Sokakta Kiralik Genis Daire,İstanbul / Şişli / Halide Edip Adıvar Mah.,2+1,87,11,86500,6,Eşyalı,Klima (Split),https://www.hepsiemlak.com/istanbul-sisli-halide-edip-adivar-kiralik/daire/35180-1692
Şişli Osmanbeyde Herşeydahil Konseptinde 1+0 Kiralık Daire,İstanbul / Şişli / Bozkurt Mah.,1+0,35,9,36500,23,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-sisli-bozkurt-kiralik/daire/144871-578
Ataşehir Ağaoğlu Sky Towers Kiralık Daire 1+1 70 M2,İstanbul / Ataşehir / Atatürk Mah.,1+1,70,1,29500,2,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-atasehir-ataturk-kiralik/daire/1770-23771
Kiralık Esentepe Yeni Binada Eşyalı 1+1 Modern Daire,İstanbul / Şişli / Esentepe Mah.,1+1,58,8,40500,1,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-sisli-esentepe-kiralik/daire/33600-50095
Büyükçekmece Güzelşehir Fatih Sit.150m2 Kiralık 3+1 Dubles Villa,İstanbul / Büyükçekmece / Bahçelievler Mah.,3+1,150,5,145500,16,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-buyukcekmece-bahcelievler-kiralik/villa/102872-818
İki-El Den Geniş Cadde Üzeri Ebeveyn Banyolu Fırsat Daire,İstanbul / Üsküdar / Çengelköy Mah.,2+1,82,9,69000,0,Eşyasız,Klima (Split),https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-kiralik/daire/7499-17287
Rnkdan Yayla Mah. Cami Sokakta 1.Kat Temiz 2+1 Daire,İstanbul / Şişli / Yayla Mah.,2+1,85,5,91500,11,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-sisli-yayla-kiralik/daire/4206-1819
Tuzla Mimar Sinan Mahallesi Merkezi Konumda Kiralık 2+1 Daire,İstanbul / Tuzla / Mimar Sinan Mah.,2+1,72,7,34500,13,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-tuzla-mimar-sinan-kiralik/daire/144355-1089
Şemsipaşa Mah.Tramvaya Kiralık 2+1 Bahçe Katı,İstanbul / Gaziosmanpaşa / Şemsipaşa Mah.,2+1,75,11,50000,23,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-semsipasa-kiralik/daire/67584-118
Büyükçekmece Gölmahalde Eşsiz Göl Manzaralı Kiralık Lüks Villa,İstanbul / Büyükçekmece / Alkent 2000 Mah.,2+1,251,12,131500,20,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-buyukcekmece-alkent-2000-kiralik/villa/161708-112
Beyaz'dan İstanbul Ümraniye Esenevlerde Merkezi Konumda 2+1 Komb,İstanbul / Ümraniye / Esenevler Mah.,2+1,91,5,45500,5,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-umraniye-esenevler-kiralik/daire/167958-65
Sahibinden Kiralık 1+1 Sıfır Daire,İstanbul / Bahçelievler / Zafer Mah.,1+1,54,3,35000,0,Eşyalı,Soba/Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-kiralik/daire/0-46363378
Dalkırandan Sultan Selim Mh 2+1 65 M2 2.Kat Kiralık Daire,İstanbul / Kağıthane / Sultan Selim Mah.,2+1,65,11,58000,7,Eşyasız,Klima (Split),https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/134476-375
Pelican Hıll Balkonlu Kiralık Daıre,İstanbul / Büyükçekmece / Alkent 2000 Mah.,2+1,91,10,43500,5,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-buyukcekmece-alkent-2000-kiralik/daire/135004-47
Muhacir Mahallesinde 2+1 Ara Kat Büyük Ayazma Caddeye Yakın,İstanbul / Esenyurt / Osmangazi Mah.,2+1,87,2,35000,19,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-esenyurt-osmangazi-kiralik/daire/162475-47
Avcılar Tahtakale Mah2+1 2.Kat 1 Yaşında Asansörlü Kiralık Daire,İstanbul / Avcılar / Tahtakale Mah.,2+1,89,2,52500,0,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-avcilar-tahtakale-kiralik/daire/104305-24
Sancaktepe Yenidoğanda Sıfır 2+1sahibinden Kiralık Arakat Daire.,İstanbul / Sancaktepe / Yunus Emre Mah.,2+1,98,12,54000,0,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-sancaktepe-yunus-emre-kiralik/daire/0-46341887
Silivri Alibey Mah  Kiralık Daire,İstanbul / Silivri / Alibey Mah.,2+1,93,7,26000,20,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-silivri-alibey-kiralik/daire/162557-55
"Pendik Çınardere'de Kısmi Deniz Manzaralı Ebeveyn Banyolu Brüt150m² Özelteraslı 3+1 Kiralık""0"" Daire",İstanbul / Pendik / Velibaba Mah.,3+1,150,12,80000,7,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-pendik-velibaba-kiralik/daire/165620-14
Blue Garden Samandıra Sitesinde Kapalı Otoparklı Ebv Banyolu 3+1,İstanbul / Sancaktepe / Fatih Mah.,3+1,128,3,94500,15,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-sancaktepe-fatih-kiralik/daire/1158-2860
Çekmeköy Çatalmeşe Mh. Arakat Asansörlü 2+1 Kiralık Daire,İstanbul / Çekmeköy / Çatalmeşe Mah.,2+1,84,11,53000,25,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-cekmekoy-catalmese-kiralik/daire/159866-402
Kiralık Daire---Lens İstanbul---Lüks Eşyalı---Büyük Balkonlu 1+1,İstanbul / Pendik / Yenişehir Mah.,1+1,49,7,31000,21,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-pendik-yenisehir-kiralik/daire/102120-77
Positiveden Metroya 10-12dk Sıfır Ayarında 1+1 Yüksek Giriş,İstanbul / Maltepe / Zümrütevler Mah.,1+1,63,1,35500,1,Eşyalı,Klima (Split),https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/166693-55
Sahibinden Eşyalı Furnished Anadoluhisarı Goksuevleri Sitesi,İstanbul / Beykoz / Göztepe Mah.,2+1,89,7,42000,16,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-beykoz-goztepe-kiralik/daire/0-46336965
Dudullu Metroya 2-3 Dk Yürüme Mesafesinde 2+1 Kiralık Daire,İstanbul / Ümraniye / Aşağı Dudullu Mah.,2+1,110,3,58500,7,Eşyalı,Klima (Split),https://www.hepsiemlak.com/istanbul-umraniye-asagi-dudullu-kiralik/daire/134985-2016
Maltepe Cevizlide Metroya Yakın 3+1 Katta Tek Kiralık Daire,İstanbul / Maltepe / Cevizli Mah.,3+1,126,1,67500,13,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-maltepe-cevizli-kiralik/daire/156818-50
Fully Furnished 3+1 Apartment Step Away Galata Tower,İstanbul / Beyoğlu / Müeyyetzade Mah.,3+1,118,1,150000,12,Eşyasız,Yerden Isıtma,https://www.hepsiemlak.com/istanbul-beyoglu-mueyyetzade-kiralik/daire/167823-22
Caddebostanda Katta Tek Balkonlu Masrafsız 235m2. 4+1 Kiralık Daire,İstanbul / Kadıköy / Caddebostan Mah.,4+1,235,12,255500,0,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/35033-4854
Kapanmaz Deniz Manzaralı 3+1 Balkonlu Şarj İstasyonlu Otopark,İstanbul / Kadıköy / Feneryolu Mah.,3+1,109,2,152500,4,Eşyasız,Merkezi,https://www.hepsiemlak.com/istanbul-kadikoy-feneryolu-kiralik/daire/4656-31181
"Bağdat''a 2. Bina 3+1 Sıfır 124,5m2 Net Balkonlu 2 Banyolu",İstanbul / Kadıköy / Feneryolu Mah.,3+1,129,9,143500,0,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-kadikoy-feneryolu-kiralik/daire/5187-1908
Nobis'ten Göztepe'de Minibüsün Alt Tarafında Eşyalı Kiralık 1+1,İstanbul / Kadıköy / Göztepe Mah.,1+1,58,10,64500,25,Eşyalı,Yerden Isıtma,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-kiralik/daire/125158-110
Şerifali'de Güvenlikli Sitede 1+1_65 M2 Eşyalı Kiralık Daire,İstanbul / Ümraniye / Tatlısu Mah.,1+1,65,6,37500,20,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-umraniye-tatlisu-kiralik/daire/166684-9
Narcity'de Taşınmaya Hazır Deniz Ve Adalar Manzaralı Ferah 1+1,İstanbul / Maltepe / Başıbüyük Mah.,1+1,56,8,38000,19,Eşyasız,Soba/Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-basibuyuk-kiralik/daire/156486-35
Silivri Kiptaş 4' Te Eşyalı Kiralık Daire,İstanbul / Silivri / Mimar Sinan Mah.,2+1,94,4,32500,20,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-silivri-mimar-sinan-kiralik/daire/132691-319
Oyak Sitesi 3+1 Tamamen Sıfırlanmış Lüks Dekorasyonlu Şık Daire,İstanbul / Sarıyer / Huzur Mah.,3+1,130,4,120000,0,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-sariyer-huzur-kiralik/daire/81182-6494
"Kozyatağı Merkezde 8 Yıllık 3+1 145m2 Kombili, Ebeveynli, Balkonlu",İstanbul / Kadıköy / Kozyatağı Mah.,3+1,145,10,111000,8,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-kiralik/daire/88804-1560
"Caddebostan'da Sahile 2 Dk, 240 M2 4+1 Full Eşyalı, Otoparklı",İstanbul / Kadıköy / Caddebostan Mah.,4+1,240,12,167500,23,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/166191-24
Sahibinden  Net 57m2 (büyük Tip) 1+1 Kiralık Daire,İstanbul / Küçükçekmece / Atakent Mah.,1+1,57,10,34000,12,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/0-46327611
"Neveser Konaklarında Büyük Balkonlu,176 M2, Bahçe Katı, 3+1",İstanbul / Çekmeköy / Sultançiftliği Mah.,3+1,122,9,64000,9,Eşyalı,Kombi,https://www.hepsiemlak.com/istanbul-cekmekoy-sultanciftligi-kiralik/daire/144119-131
Merkezi Konumda Geniş Teraslı Deniz Manzaralı 3+1 Dubleks,İstanbul / Maltepe / Zümrütevler Mah.,3+1,128,12,68000,14,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/131904-594
Altayçeşme Konutları Kiralık,İstanbul / Maltepe / Altayçeşme Mah.,2+1,77,3,59500,25,Eşyasız,Kombi,https://www.hepsiemlak.com/istanbul-maltepe-altaycesme-kiralik/daire/0-46328622
Bahçeşehir Spradon Vadi Kısa Kat Full Eşyalı Kiralık Daire,İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.,2+1,93,1,52500,9,Eşyalı,Merkezi,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/163754-39
